HTML
<p>The sportsmen___ bags are in the room.</p>,1,one,
*,<p>'s</p>
,<p>s'</p>
<p>I have got a friend. My friend___ uncle works in London.</p>,1,one,
*,<p>'s</p>
,<p>s'</p>
<p>I have got two friends. My friend___ parents work in Moscow.</p>,1,one,
,<p>'s</p>
*,<p>s'</p>
<p>Mary isn't Mr Smith___ sister.</p>,1,one,
*,<p>'s</p>
,<p>s'</p>
<p>Sport is the Smith___ dog.</p>,1,one,
,<p>'s</p>
*,<p>s'</p>
<p>This is my sister. My sister___ friend is not here.</p>,1,one,
*,<p>'s</p>
,<p>s'</p>
<p>Mrs Black___ parents don't work.</p>,1,one,
*,<p>'s</p>
,<p>s'</p>
<p>The Black___ house is very nice.</p>,1,one,
,<p>'s</p>
*,<p>s'</p>
<p>Let's go to the children___ room.</p>,1,one,
*,<p>'s</p>
,<p>s'</p>
<p>My sisters are at school. I can play with my sister___ toys now.</p>,1,one,
,<p>'s</p>
*,<p>s'</p>
