HTML
<p>What animal ___ well?</p>,1,one,
*,<p>hops</p>
,<p>is hopping</p>
,<p>hopped</p>
<p>We ___ different language.</p>,1,one,
*,<p>speak</p>
,<p>are speaking</p>
,<p>will spoke</p>
<p>A lot of different flowers usually ___ in this field.</p>,1,one,
*,<p>grow</p>
,<p>are growing</p>
,<p>will grow</p>
<p>He always ___ children well.</p>,1,one,
*,<p>teaches</p>
,<p>is teaching</p>
,<p>will taught</p>
<p>Mushrooms didn't ___ there.</p>,1,one,
*,<p>grow</p>
,<p>are growing</p>
,<p>grew</p>
<p>___ he like to listen to his grandfather's stories?</p>,1,one,
,<p>Do</p>
*,<p>Does</p>
,<p>Did</p>
,<p>Will</p>
<p>___ the bird live there last winter?</p>,1,one,
,<p>Do</p>
,<p>Does</p>
*,<p>Did</p>
,<p>Will</p>
<p>They ___ not go to the mountains the next summer.</p>,1,one,
,<p>Do</p>
,<p>Does</p>
,<p>Did</p>
*,<p>Will</p>
<p>How often ___ you speak English in class?</p>,1,one,
*,<p>do</p>
,<p>does</p>
,<p>did</p>
,<p>will</p>
<p>He ___ spend his next holiday at his granny's.</p>,1,one,
,<p>do</p>
,<p>does</p>
,<p>did</p>
*,<p>will</p>
