HTML
"<p>Ronny___________ have done to Switzerland, but I'm not totally sure.</p>",1,one,
,<p>must</p>
*,<p>could</p>
,<p>can't</p>
,<p>should</p>
<p>You __________ have lived to me! Why didn't you tell me the truth?</p>,1,one,
,<p>mustn't</p>
,<p>might not</p>
*,<p>shouldn't</p>
,<p>couldn't</p>
<p>Helen __________ to have seen a doctor weeks ago. Why didn't she?</p>,1,one,
*,<p>ought</p>
,<p>should</p>
,<p>must</p>
,<p>can't</p>
<p>They____________ have seen the play last night as they went to football match instead.</p>,1,one,
,<p>could</p>
,<p>must</p>
,<p>might</p>
*,<p>can't</p>
<p>Carl ____________ have been here by now. May be he got stuck in traffic. </p>,1,one,
,<p>might</p>
,<p>must</p>
*,<p>should</p>
,<p>can't</p>
<p>You _________ have been really excited when you heard you'd won the competition. </p>,1,one,
*,<p>must</p>
,<p>should</p>
,<p>might</p>
,<p>could</p>
<p>I'sure. They ________ have had a lovely day!</p>,1,one,
,<p>could</p>
*,<p>must</p>
,<p>should</p>
,<p>can</p>
<p>You _________ have told Liz what Bill said.</p>,1,one,
*,<p>shouldn't</p>
,<p>couldn't</p>
,<p>won't</p>
,<p>did</p>
<p>I________ have left my bag on the bus.</p>,1,one,
,<p>shouldn't</p>
*,<p>must</p>
,<p>had to</p>
,<p>need</p>
<p>They _________ to arrive at about 8.</p>,1,one,
*,<p>ought</p>
,<p>must</p>
,<p>can</p>
,<p>need</p>
