HTML
<p>They ___ a girafe at the Zoo last month.</p>,1,one,
,<p>see</p>
*,<p>saw</p>
<p>At 7 o'clock we usually ___ TV.</p>,1,one,
*,<p>watch</p>
,<p>watched</p>
<p>My mother is an engineer. She ___ at  the office.</p>,1,one,
*,<p>works</p>
,<p>worked</p>
<p>Who ___ there last night?</p>,1,one,
,<p>works</p>
*,<p>worked</p>
<p>We ___ friends. We like to play football. </p>,1,one,
*,<p>are</p>
,<p>were</p>
<p>He ___ this only yesterday.</p>,1,one,
,<p>knows</p>
*,<p>knew</p>
<p>When we ___ children we played hide-and-seek.</p>,1,one,
,<p>are</p>
*,<p>were</p>
<p>Last evening he ___ to go to the party.</p>,1,one,
,<p>thinks</p>
*,<p>thought</p>
<p>___ your mouth!</p>,1,one,
*,<p>Open</p>
,<p>Opened</p>
<p>It's cold. They ___ wear these boots.</p>,1,one,
*,<p>can</p>
,<p>could</p>
