HTML
<p>_____ you see anything in this dark room?</p>,1,one,
*,<p>can</p>
,<p>may</p>
<p>Kate _____ speak English.</p>,1,one,
*,<p>can</p>
,<p>may</p>
<p>Mike has got many books so he _____ read them.</p>,1,one,
*,<p>can</p>
,<p>may</p>
<p>_____ I borrow your pen?</p>,1,one,
,<p>can</p>
*,<p>may</p>
<p>The car repairs _____ cost more than the car is worth.</p>,1,many,
*,<p>can</p>
*,<p>may</p>
<p>_____ be I'll come but I don't know it for sure.</p>,1,one,
,<p>can</p>
*,<p>may</p>
"<p>""What's happened to the dog?"" I said. ""It isn't here. His master _____ have taken it with him"".</p>",1,one,
,<p>can</p>
*,<p>may</p>
<p>What time is it? - It _____ be about seven o'clock.</p>,1,one,
,<p>can</p>
*,<p>may</p>
<p>Only a person who knows the language very well _____ answer such a question.</p>,1,one,
*,<p>can</p>
,<p>may</p>
<p>Most children _____ slide on the ice very well.</p>,1,one,
*,<p>can</p>
,<p>may</p>
