HTML
<p>Where______you usually go to dance? </p>,1,one,
*,<p>do</p>
,<p>does</p>
,<p>did</p>
<p>Why_______ his sister wear warm clothes in summer?</p>,1,one,
,<p>do</p>
*,<p>does</p>
,<p>did</p>
<p>What______ Janet usually do on Saturday? </p>,1,one,
,<p>do</p>
*,<p>does</p>
,<p>did</p>
<p>________you usually have dinner at 08.00 p.m?</p>,1,one,
*,<p>do</p>
,<p>does</p>
,<p>did</p>
<p>When _______Jack usually come from work? </p>,1,one,
,<p>do</p>
*,<p>does</p>
,<p>did</p>
<p>_______you like to dance?</p>,1,one,
*,<p>do</p>
,<p>does</p>
,<p>did</p>
<p>Where ________Nick go to play basketball?</p>,1,one,
,<p>do</p>
*,<p>does</p>
,<p>did</p>
<p>_______you usually go to a disco club?</p>,1,one,
*,<p>do</p>
,<p>does</p>
,<p>did</p>
<p>Where _____ he want to go in summer?</p>,1,one,
,<p>do</p>
*,<p>does</p>
,<p>did</p>
<p>What ______ your grandfather often drink for lunch?</p>,1,one,
,<p>do</p>
*,<p>does</p>
,<p>did</p>
<p>What game_____they play at the school sportsground?</p>,1,one,
*,<p>do</p>
,<p>does</p>
,<p>did</p>
<p>When ________ your little brother usually wake up? </p>,1,one,
,<p>do</p>
*,<p>does</p>
,<p>did</p>
